,Segment,Country, Product , Discount Band ,Units Sold,Manufacturing Price,Sale Price,Gross Sales, Discounts , Sales,COGS,Profit,Date,Month Number, Month Name ,Year
180,Government,Canada, Carretera , Low ,2851.0,249.0,581.0,1656431.0,66257.23999999999,1590173.76,1183165.0,407008.76,10/1/2013,10, October ,2013
181,Small Business,Germany, Carretera , Low ,2021.0,249.0,24900.0,50322900.0,2012916.0,48309984.0,41935750.0,6374234.0,10/1/2014,10, October ,2014
182,Government,United States of America, Carretera , Low ,274.0,249.0,29050.0,7959700.0,318388.0,7641312.0,5912920.0,1728392.0,12/1/2014,12, December ,2014
183,Midmarket,Canada, Montana , Low ,1967.0,415.0,1245.0,2448915.0,97956.6,2350958.4,1632610.0,718348.3999999999,3/1/2014,3, March ,2014
184,Small Business,Germany, Montana , Low ,1859.0,415.0,24900.0,46289100.0,1851564.0,44437536.0,38574250.0,5863286.0,8/1/2014,8, August ,2014
185,Government,Canada, Montana , Low ,2851.0,415.0,581.0,1656431.0,66257.23999999999,1590173.76,1183165.0,407008.76,10/1/2013,10, October ,2013
186,Small Business,Germany, Montana , Low ,2021.0,415.0,24900.0,50322900.0,2012916.0,48309984.0,41935750.0,6374234.0,10/1/2014,10, October ,2014
187,Enterprise,Mexico, Montana , Low ,1138.0,415.0,10375.0,11806750.0,472270.0,11334480.0,11334480.0,0.0,12/1/2014,12, December ,2014
188,Government,Canada, Paseo , Low ,4251.0,830.0,581.0,2469831.0,98793.23999999999,2371037.7600000002,1764165.0,606872.76,1/1/2014,1, January ,2014
189,Enterprise,Germany, Paseo , Low ,795.0,830.0,10375.0,8248125.0,329925.0,7918200.0,7918200.0,0.0,3/1/2014,3, March ,2014
190,Small Business,Germany, Paseo , Low ,1414.5,830.0,24900.0,35221050.0,1408842.0,33812208.0,29350875.0,4461333.0,4/1/2014,4, April ,2014
191,Small Business,United States of America, Paseo , Low ,2918.0,830.0,24900.0,72658200.0,2906328.0,69751872.0,60548500.0,9203372.0,5/1/2014,5, May ,2014
192,Government,United States of America, Paseo , Low ,3450.0,830.0,29050.0,100222500.0,4008900.0,96213600.0,74451000.0,21762600.0,7/1/2014,7, July ,2014
193,Enterprise,France, Paseo , Low ,2988.0,830.0,10375.0,31000500.0,1240020.0,29760480.0,29760480.0,0.0,7/1/2014,7, July ,2014
194,Midmarket,Canada, Paseo , Low ,218.0,830.0,1245.0,271410.0,10856.400000000001,260553.59999999998,180940.0,79613.6,9/1/2014,9, September ,2014
195,Government,Canada, Paseo , Low ,2074.0,830.0,1660.0,3442840.0,137713.6,3305126.4000000004,1721420.0,1583706.4,9/1/2014,9, September ,2014
196,Government,United States of America, Paseo , Low ,1056.0,830.0,1660.0,1752960.0,70118.4,1682841.6,876480.0,806361.6000000001,9/1/2014,9, September ,2014
197,Midmarket,United States of America, Paseo , Low ,671.0,830.0,1245.0,835395.0,33415.8,801979.2,556930.0,245049.2,10/1/2013,10, October ,2013
198,Midmarket,Mexico, Paseo , Low ,1514.0,830.0,1245.0,1884930.0,75397.2,1809532.7999999998,1256620.0,552912.8,10/1/2013,10, October ,2013
199,Government,United States of America, Paseo , Low ,274.0,830.0,29050.0,7959700.0,318388.0,7641312.0,5912920.0,1728392.0,12/1/2014,12, December ,2014
200,Enterprise,Mexico, Paseo , Low ,1138.0,830.0,10375.0,11806750.0,472270.0,11334480.0,11334480.0,0.0,12/1/2014,12, December ,2014
201,Channel Partners,United States of America, Velo , Low ,1465.0,9960.0,996.0,1459140.0,58365.600000000006,1400774.4,364785.0,1035989.3999999999,3/1/2014,3, March ,2014
202,Government,Canada, Velo , Low ,2646.0,9960.0,1660.0,4392360.0,175694.40000000002,4216665.6,2196180.0,2020485.6,9/1/2013,9, September ,2013
203,Government,France, Velo , Low ,2177.0,9960.0,29050.0,63241850.0,2529674.0,60712176.0,46979660.0,13732516.0,10/1/2014,10, October ,2014
204,Channel Partners,France, VTT , Low ,866.0,20750.0,996.0,862536.0,34501.44,828034.5599999999,215634.0,612400.5599999999,5/1/2014,5, May ,2014
205,Government,United States of America, VTT , Low ,349.0,20750.0,29050.0,10138450.0,405538.0,9732912.0,7531420.0,2201492.0,9/1/2013,9, September ,2013
206,Government,France, VTT , Low ,2177.0,20750.0,29050.0,63241850.0,2529674.0,60712176.0,46979660.0,13732516.0,10/1/2014,10, October ,2014
207,Midmarket,Mexico, VTT , Low ,1514.0,20750.0,1245.0,1884930.0,75397.2,1809532.7999999998,1256620.0,552912.8,10/1/2013,10, October ,2013
208,Government,Mexico, Amarilla , Low ,1865.0,21580.0,29050.0,54178250.0,2167130.0,52011120.0,40246700.0,11764420.0,2/1/2014,2, February ,2014
209,Enterprise,Mexico, Amarilla , Low ,1074.0,21580.0,10375.0,11142750.0,445710.0,10697040.0,10697040.0,0.0,4/1/2014,4, April ,2014
210,Government,Germany, Amarilla , Low ,1907.0,21580.0,29050.0,55398350.0,2215934.0,53182416.0,41153060.0,12029356.0,9/1/2014,9, September ,2014
211,Midmarket,United States of America, Amarilla , Low ,671.0,21580.0,1245.0,835395.0,33415.8,801979.2,556930.0,245049.2,10/1/2013,10, October ,2013
212,Government,Canada, Amarilla , Low ,1778.0,21580.0,29050.0,51650900.0,2066036.0,49584864.0,38369240.0,11215624.0,12/1/2013,12, December ,2013
213,Government,Germany, Montana , Medium ,1159.0,415.0,581.0,673379.0,33668.95,639710.05,480985.0,158725.05,10/1/2013,10, October ,2013
214,Government,Germany, Paseo , Medium ,1372.0,830.0,581.0,797132.0,39856.6,757275.3999999999,569380.0,187895.40000000002,1/1/2014,1, January ,2014
215,Government,Canada, Paseo , Medium ,2349.0,830.0,581.0,1364769.0,68238.45,1296530.55,974835.0,321695.55,9/1/2013,9, September ,2013
216,Government,Mexico, Paseo , Medium ,2689.0,830.0,581.0,1562309.0,78115.45,1484193.5499999998,1115935.0,368258.55000000005,10/1/2014,10, October ,2014
217,Channel Partners,Canada, Paseo , Medium ,2431.0,830.0,996.0,2421276.0,121063.79999999999,2300212.2,605319.0,1694893.2000000002,12/1/2014,12, December ,2014
218,Channel Partners,Canada, Velo , Medium ,2431.0,9960.0,996.0,2421276.0,121063.79999999999,2300212.2,605319.0,1694893.2000000002,12/1/2014,12, December ,2014
219,Government,Mexico, VTT , Medium ,2689.0,20750.0,581.0,1562309.0,78115.45,1484193.5499999998,1115935.0,368258.55000000005,10/1/2014,10, October ,2014
220,Government,Mexico, Amarilla , Medium ,1683.0,21580.0,581.0,977823.0,48891.149999999994,928931.8500000001,698445.0,230486.84999999998,7/1/2014,7, July ,2014
221,Channel Partners,Mexico, Amarilla , Medium ,1123.0,21580.0,996.0,1118508.0,55925.399999999994,1062582.6,279627.0,782955.6000000001,8/1/2014,8, August ,2014
222,Government,Germany, Amarilla , Medium ,1159.0,21580.0,581.0,673379.0,33668.95,639710.05,480985.0,158725.05,10/1/2013,10, October ,2013
223,Channel Partners,France, Carretera , Medium ,1865.0,249.0,996.0,1857540.0,92877.0,1764663.0,464385.0,1300278.0,2/1/2014,2, February ,2014
224,Channel Partners,Germany, Carretera , Medium ,1116.0,249.0,996.0,1111536.0,55576.8,1055959.2,277884.0,778075.2,2/1/2014,2, February ,2014
225,Government,France, Carretera , Medium ,1563.0,249.0,1660.0,2594580.0,129729.0,2464851.0,1297290.0,1167561.0,5/1/2014,5, May ,2014
226,Small Business,United States of America, Carretera , Medium ,991.0,249.0,24900.0,24675900.0,1233795.0,23442105.0,20563250.0,2878855.0,6/1/2014,6, June ,2014
227,Government,Germany, Carretera , Medium ,1016.0,249.0,581.0,590296.0,29514.800000000003,560781.2,421640.0,139141.2,11/1/2013,11, November ,2013
228,Midmarket,Mexico, Carretera , Medium ,2791.0,249.0,1245.0,3474795.0,173739.75,3301055.25,2316530.0,984525.25,11/1/2014,11, November ,2014
229,Government,United States of America, Carretera , Medium ,570.0,249.0,581.0,331170.0,16558.5,314611.5,236550.0,78061.5,12/1/2014,12, December ,2014
230,Government,France, Carretera , Medium ,2487.0,249.0,581.0,1444947.0,72247.35,1372699.65,1032105.0,340594.65,12/1/2014,12, December ,2014
231,Government,France, Montana , Medium ,1384.5,415.0,29050.0,40219725.0,2010986.25,38208738.75,29877510.0,8331228.75,1/1/2014,1, January ,2014
232,Enterprise,United States of America, Montana , Medium ,3627.0,415.0,10375.0,37630125.0,1881506.25,35748618.75,36124920.0,376301.25,7/1/2014,7, July ,2014
233,Government,Mexico, Montana , Medium ,720.0,415.0,29050.0,20916000.0,1045800.0,19870200.0,15537600.0,4332600.0,9/1/2013,9, September ,2013
234,Channel Partners,Germany, Montana , Medium ,2342.0,415.0,996.0,2332632.0,116631.6,2216000.4,583158.0,1632842.4,11/1/2014,11, November ,2014
235,Small Business,Mexico, Montana , Medium ,1100.0,415.0,24900.0,27390000.0,1369500.0,26020500.0,22825000.0,3195500.0,12/1/2013,12, December ,2013
236,Government,France, Paseo , Medium ,1303.0,830.0,1660.0,2162980.0,108149.0,2054831.0,1081490.0,973341.0,2/1/2014,2, February ,2014
237,Enterprise,United States of America, Paseo , Medium ,2992.0,830.0,10375.0,31042000.0,1552100.0,29489900.0,29800320.0,310420.0,3/1/2014,3, March ,2014
238,Enterprise,France, Paseo , Medium ,2385.0,830.0,10375.0,24744375.0,1237218.75,23507156.25,23754600.0,247443.75,3/1/2014,3, March ,2014
239,Small Business,Mexico, Paseo , Medium ,1607.0,830.0,24900.0,40014300.0,2000715.0,38013585.0,33345250.0,4668335.0,4/1/2014,4, April ,2014
240,Government,United States of America, Paseo , Medium ,2327.0,830.0,581.0,1351987.0,67599.35,1284387.65,965705.0,318682.65,5/1/2014,5, May ,2014
241,Small Business,United States of America, Paseo , Medium ,991.0,830.0,24900.0,24675900.0,1233795.0,23442105.0,20563250.0,2878855.0,6/1/2014,6, June ,2014
242,Government,United States of America, Paseo , Medium ,602.0,830.0,29050.0,17488100.0,874405.0,16613695.0,12991160.0,3622535.0,6/1/2014,6, June ,2014
243,Midmarket,France, Paseo , Medium ,2620.0,830.0,1245.0,3261900.0,163095.0,3098805.0,2174600.0,924205.0,9/1/2014,9, September ,2014
244,Government,Canada, Paseo , Medium ,1228.0,830.0,29050.0,35673400.0,1783670.0,33889730.0,26500240.0,7389490.0,10/1/2013,10, October ,2013
245,Government,Canada, Paseo , Medium ,1389.0,830.0,1660.0,2305740.0,115287.0,2190453.0,1152870.0,1037583.0,10/1/2013,10, October ,2013
246,Enterprise,United States of America, Paseo , Medium ,861.0,830.0,10375.0,8932875.0,446643.75,8486231.25,8575560.0,89328.75,10/1/2014,10, October ,2014
247,Enterprise,France, Paseo , Medium ,704.0,830.0,10375.0,7304000.0,365200.0,6938800.0,7011840.0,73040.0,10/1/2013,10, October ,2013
248,Government,Canada, Paseo , Medium ,1802.0,830.0,1660.0,2991320.0,149566.0,2841754.0,1495660.0,1346094.0,12/1/2013,12, December ,2013
249,Government,United States of America, Paseo , Medium ,2663.0,830.0,1660.0,4420580.0,221029.0,4199551.0,2210290.0,1989261.0,12/1/2014,12, December ,2014
250,Government,France, Paseo , Medium ,2136.0,830.0,581.0,1241016.0,62050.8,1178965.2,886440.0,292525.2,12/1/2013,12, December ,2013
251,Midmarket,Germany, Paseo , Medium ,2116.0,830.0,1245.0,2634420.0,131721.0,2502699.0,1756280.0,746419.0,12/1/2013,12, December ,2013
252,Midmarket,United States of America, Velo , Medium ,555.0,9960.0,1245.0,690975.0,34548.75,656426.25,460650.0,195776.25,1/1/2014,1, January ,2014
253,Midmarket,Mexico, Velo , Medium ,2861.0,9960.0,1245.0,3561945.0,178097.25,3383847.75,2374630.0,1009217.75,1/1/2014,1, January ,2014
254,Enterprise,Germany, Velo , Medium ,807.0,9960.0,10375.0,8372625.0,418631.25,7953993.75,8037720.0,83726.25,2/1/2014,2, February ,2014
255,Government,United States of America, Velo , Medium ,602.0,9960.0,29050.0,17488100.0,874405.0,16613695.0,12991160.0,3622535.0,6/1/2014,6, June ,2014
256,Government,United States of America, Velo , Medium ,2832.0,9960.0,1660.0,4701120.0,235056.0,4466064.0,2350560.0,2115504.0,8/1/2014,8, August ,2014
257,Government,France, Velo , Medium ,1579.0,9960.0,1660.0,2621140.0,131057.0,2490083.0,1310570.0,1179513.0,8/1/2014,8, August ,2014
258,Enterprise,United States of America, Velo , Medium ,861.0,9960.0,10375.0,8932875.0,446643.75,8486231.25,8575560.0,89328.75,10/1/2014,10, October ,2014
259,Enterprise,France, Velo , Medium ,704.0,9960.0,10375.0,7304000.0,365200.0,6938800.0,7011840.0,73040.0,10/1/2013,10, October ,2013
260,Government,France, Velo , Medium ,1033.0,9960.0,1660.0,1714780.0,85739.0,1629041.0,857390.0,771651.0,12/1/2013,12, December ,2013
261,Small Business,Germany, Velo , Medium ,1250.0,9960.0,24900.0,31125000.0,1556250.0,29568750.0,25937500.0,3631250.0,12/1/2014,12, December ,2014
262,Government,Canada, VTT , Medium ,1389.0,20750.0,1660.0,2305740.0,115287.0,2190453.0,1152870.0,1037583.0,10/1/2013,10, October ,2013
263,Government,United States of America, VTT , Medium ,1265.0,20750.0,1660.0,2099900.0,104995.0,1994905.0,1049950.0,944955.0,11/1/2013,11, November ,2013
264,Government,Germany, VTT , Medium ,2297.0,20750.0,1660.0,3813020.0,190651.0,3622369.0,1906510.0,1715859.0,11/1/2013,11, November ,2013
265,Government,United States of America, VTT , Medium ,2663.0,20750.0,1660.0,4420580.0,221029.0,4199551.0,2210290.0,1989261.0,12/1/2014,12, December ,2014
266,Government,United States of America, VTT , Medium ,570.0,20750.0,581.0,331170.0,16558.5,314611.5,236550.0,78061.5,12/1/2014,12, December ,2014
267,Government,France, VTT , Medium ,2487.0,20750.0,581.0,1444947.0,72247.35,1372699.65,1032105.0,340594.65,12/1/2014,12, December ,2014
268,Government,Germany, Amarilla , Medium ,1350.0,21580.0,29050.0,39217500.0,1960875.0,37256625.0,29133000.0,8123625.0,2/1/2014,2, February ,2014
269,Government,Canada, Amarilla , Medium ,552.0,21580.0,29050.0,16035600.0,801780.0,15233820.0,11912160.0,3321660.0,8/1/2014,8, August ,2014
270,Government,Canada, Amarilla , Medium ,1228.0,21580.0,29050.0,35673400.0,1783670.0,33889730.0,26500240.0,7389490.0,10/1/2013,10, October ,2013
271,Small Business,Germany, Amarilla , Medium ,1250.0,21580.0,24900.0,31125000.0,1556250.0,29568750.0,25937500.0,3631250.0,12/1/2014,12, December ,2014
272,Midmarket,France, Paseo , Medium ,3801.0,830.0,1245.0,4732245.0,283934.7,4448310.3,3154830.0,1293480.3,4/1/2014,4, April ,2014
273,Government,United States of America, Carretera , Medium ,1117.5,249.0,1660.0,1855050.0,111303.0,1743747.0,927525.0,816222.0,1/1/2014,1, January ,2014
274,Midmarket,Canada, Carretera , Medium ,2844.0,249.0,1245.0,3540780.0,212446.8,3328333.2,2360520.0,967813.2,6/1/2014,6, June ,2014
275,Channel Partners,Mexico, Carretera , Medium ,562.0,249.0,996.0,559752.0,33585.119999999995,526166.88,139938.0,386228.87999999995,9/1/2014,9, September ,2014
276,Channel Partners,Canada, Carretera , Medium ,2299.0,249.0,996.0,2289804.0,137388.24,2152415.7600000002,572451.0,1579964.76,10/1/2013,10, October ,2013
277,Midmarket,United States of America, Carretera , Medium ,2030.0,249.0,1245.0,2527350.0,151641.0,2375709.0,1684900.0,690809.0,11/1/2014,11, November ,2014
278,Government,United States of America, Carretera , Medium ,263.0,249.0,581.0,152803.0,9168.18,143634.82,109145.0,34489.82,11/1/2013,11, November ,2013
279,Enterprise,Germany, Carretera , Medium ,887.0,249.0,10375.0,9202625.0,552157.5,8650467.5,8834520.0,184052.5,12/1/2013,12, December ,2013
280,Government,Mexico, Montana , Medium ,980.0,415.0,29050.0,28469000.0,1708140.0,26760860.0,21148400.0,5612460.0,4/1/2014,4, April ,2014
281,Government,Germany, Montana , Medium ,1460.0,415.0,29050.0,42413000.0,2544780.0,39868220.0,31506800.0,8361420.0,5/1/2014,5, May ,2014
282,Government,France, Montana , Medium ,1403.0,415.0,581.0,815143.0,48908.58,766234.4199999999,582245.0,183989.41999999998,10/1/2013,10, October ,2013
283,Channel Partners,United States of America, Montana , Medium ,2723.0,415.0,996.0,2712108.0,162726.47999999998,2549381.52,678027.0,1871354.5199999998,11/1/2014,11, November ,2014
284,Government,France, Paseo , Medium ,1496.0,830.0,29050.0,43458800.0,2607528.0,40851272.0,32283680.0,8567592.0,6/1/2014,6, June ,2014
285,Channel Partners,Canada, Paseo , Medium ,2299.0,830.0,996.0,2289804.0,137388.24,2152415.7600000002,572451.0,1579964.76,10/1/2013,10, October ,2013
286,Government,United States of America, Paseo , Medium ,727.0,830.0,29050.0,21119350.0,1267161.0,19852189.0,15688660.0,4163529.0,10/1/2013,10, October ,2013
287,Enterprise,Canada, Velo , Medium ,952.0,9960.0,10375.0,9877000.0,592620.0,9284380.0,9481920.0,197540.0,2/1/2014,2, February ,2014
288,Enterprise,United States of America, Velo , Medium ,2755.0,9960.0,10375.0,28583125.0,1714987.5,26868137.5,27439800.0,571662.5,2/1/2014,2, February ,2014
289,Midmarket,Germany, Velo , Medium ,1530.0,9960.0,1245.0,1904850.0,114291.0,1790559.0,1269900.0,520659.0,5/1/2014,5, May ,2014
290,Government,France, Velo , Medium ,1496.0,9960.0,29050.0,43458800.0,2607528.0,40851272.0,32283680.0,8567592.0,6/1/2014,6, June ,2014
291,Government,Mexico, Velo , Medium ,1498.0,9960.0,581.0,870338.0,52220.28,818117.72,621670.0,196447.72,6/1/2014,6, June ,2014
292,Small Business,France, Velo , Medium ,1221.0,9960.0,24900.0,30402900.0,1824174.0,28578726.0,25335750.0,3242976.0,10/1/2013,10, October ,2013
293,Government,France, Velo , Medium ,2076.0,9960.0,29050.0,60307800.0,3618468.0,56689332.0,44800080.0,11889252.0,10/1/2013,10, October ,2013
294,Midmarket,Canada, VTT , Medium ,2844.0,20750.0,1245.0,3540780.0,212446.8,3328333.2,2360520.0,967813.2,6/1/2014,6, June ,2014
295,Government,Mexico, VTT , Medium ,1498.0,20750.0,581.0,870338.0,52220.28,818117.72,621670.0,196447.72,6/1/2014,6, June ,2014
296,Small Business,France, VTT , Medium ,1221.0,20750.0,24900.0,30402900.0,1824174.0,28578726.0,25335750.0,3242976.0,10/1/2013,10, October ,2013
297,Government,Mexico, VTT , Medium ,1123.0,20750.0,1660.0,1864180.0,111850.79999999999,1752329.2000000002,932090.0,820239.2,11/1/2013,11, November ,2013
298,Small Business,Canada, VTT , Medium ,2436.0,20750.0,24900.0,60656400.0,3639384.0,57017016.0,50547000.0,6470016.0,12/1/2013,12, December ,2013
299,Enterprise,France, Amarilla , Medium ,1987.5,21580.0,10375.0,20620312.5,1237218.75,19383093.75,19795500.0,412406.25,1/1/2014,1, January ,2014
300,Government,Mexico, Amarilla , Medium ,1679.0,21580.0,29050.0,48774950.0,2926497.0,45848453.0,36232820.0,9615633.0,9/1/2014,9, September ,2014
301,Government,United States of America, Amarilla , Medium ,727.0,21580.0,29050.0,21119350.0,1267161.0,19852189.0,15688660.0,4163529.0,10/1/2013,10, October ,2013
302,Government,France, Amarilla , Medium ,1403.0,21580.0,581.0,815143.0,48908.58,766234.4199999999,582245.0,183989.41999999998,10/1/2013,10, October ,2013
303,Government,France, Amarilla , Medium ,2076.0,21580.0,29050.0,60307800.0,3618468.0,56689332.0,44800080.0,11889252.0,10/1/2013,10, October ,2013
304,Government,France, Montana , Medium ,1757.0,415.0,1660.0,2916620.0,174997.2,2741622.8,1458310.0,1283312.8,10/1/2013,10, October ,2013
305,Midmarket,United States of America, Paseo , Medium ,2198.0,830.0,1245.0,2736510.0,164190.6,2572319.4,1824340.0,747979.3999999999,8/1/2014,8, August ,2014
306,Midmarket,Germany, Paseo , Medium ,1743.0,830.0,1245.0,2170035.0,130202.1,2039832.9,1446690.0,593142.9,8/1/2014,8, August ,2014
307,Midmarket,United States of America, Paseo , Medium ,1153.0,830.0,1245.0,1435485.0,86129.1,1349355.9,956990.0,392365.9,10/1/2014,10, October ,2014
308,Government,France, Paseo , Medium ,1757.0,830.0,1660.0,2916620.0,174997.2,2741622.8,1458310.0,1283312.8,10/1/2013,10, October ,2013
309,Government,Germany, Velo , Medium ,1001.0,9960.0,1660.0,1661660.0,99699.6,1561960.4,830830.0,731130.3999999999,8/1/2014,8, August ,2014
310,Government,Mexico, Velo , Medium ,1333.0,9960.0,581.0,774473.0,46468.380000000005,728004.62,553195.0,174809.62,11/1/2014,11, November ,2014
311,Midmarket,United States of America, VTT , Medium ,1153.0,20750.0,1245.0,1435485.0,86129.1,1349355.9,956990.0,392365.9,10/1/2014,10, October ,2014
312,Channel Partners,Mexico, Carretera , Medium ,727.0,249.0,996.0,724092.0,50686.439999999995,673405.5599999999,181023.0,492382.56,2/1/2014,2, February ,2014
313,Channel Partners,Canada, Carretera , Medium ,1884.0,249.0,996.0,1876464.0,131352.47999999998,1745111.5199999998,469116.0,1275995.52,8/1/2014,8, August ,2014
314,Government,Mexico, Carretera , Medium ,1834.0,249.0,1660.0,3044440.0,213110.8,2831329.2,1522220.0,1309109.2,9/1/2013,9, September ,2013
315,Channel Partners,Mexico, Montana , Medium ,2340.0,415.0,996.0,2330640.0,163144.8,2167495.2,582660.0,1584835.2000000002,1/1/2014,1, January ,2014
316,Channel Partners,France, Montana , Medium ,2342.0,415.0,996.0,2332632.0,163284.24,2169347.7600000002,583158.0,1586189.76,11/1/2014,11, November ,2014
317,Government,France, Paseo , Medium ,1031.0,830.0,581.0,599011.0,41930.77,557080.23,427865.0,129215.23,9/1/2013,9, September ,2013
318,Midmarket,Canada, Velo , Medium ,1262.0,9960.0,1245.0,1571190.0,109983.29999999999,1461206.7000000002,1047460.0,413746.69999999995,5/1/2014,5, May ,2014
319,Government,Canada, Velo , Medium ,1135.0,9960.0,581.0,659435.0,46160.45,613274.55,471025.0,142249.55,6/1/2014,6, June ,2014
320,Government,United States of America, Velo , Medium ,547.0,9960.0,581.0,317807.0,22246.489999999998,295560.51,227005.0,68555.51000000001,11/1/2014,11, November ,2014
321,Government,Canada, Velo , Medium ,1582.0,9960.0,581.0,919142.0,64339.939999999995,854802.0599999999,656530.0,198272.06000000003,12/1/2014,12, December ,2014
322,Channel Partners,France, VTT , Medium ,1738.5,20750.0,996.0,1731546.0,121208.21999999999,1610337.78,432886.5,1177451.28,4/1/2014,4, April ,2014
323,Channel Partners,Germany, VTT , Medium ,2215.0,20750.0,996.0,2206140.0,154429.8,2051710.2000000002,551535.0,1500175.2000000002,9/1/2013,9, September ,2013
324,Government,Canada, VTT , Medium ,1582.0,20750.0,581.0,919142.0,64339.939999999995,854802.0599999999,656530.0,198272.06000000003,12/1/2014,12, December ,2014
325,Government,Canada, Amarilla , Medium ,1135.0,21580.0,581.0,659435.0,46160.45,613274.55,471025.0,142249.55,6/1/2014,6, June ,2014
326,Government,United States of America, Carretera , Medium ,1761.0,249.0,29050.0,51157050.0,3580993.5,47576056.5,38002380.0,9573676.5,3/1/2014,3, March ,2014
327,Small Business,France, Carretera , Medium ,448.0,249.0,24900.0,11155200.0,780864.0,10374336.0,9296000.0,1078336.0,6/1/2014,6, June ,2014
328,Small Business,France, Carretera , Medium ,2181.0,249.0,24900.0,54306900.0,3801483.0,50505417.0,45255750.0,5249667.0,10/1/2014,10, October ,2014
329,Government,France, Montana , Medium ,1976.0,415.0,1660.0,3280160.0,229611.2,3050548.8,1640080.0,1410468.7999999998,10/1/2014,10, October ,2014
330,Small Business,France, Montana , Medium ,2181.0,415.0,24900.0,54306900.0,3801483.0,50505417.0,45255750.0,5249667.0,10/1/2014,10, October ,2014
331,Enterprise,Germany, Montana , Medium ,2500.0,415.0,10375.0,25937500.0,1815625.0,24121875.0,24900000.0,778125.0,11/1/2013,11, November ,2013
332,Small Business,Canada, Paseo , Medium ,1702.0,830.0,24900.0,42379800.0,2966586.0,39413214.0,35316500.0,4096714.0,5/1/2014,5, May ,2014
333,Small Business,France, Paseo , Medium ,448.0,830.0,24900.0,11155200.0,780864.0,10374336.0,9296000.0,1078336.0,6/1/2014,6, June ,2014
334,Enterprise,Germany, Paseo , Medium ,3513.0,830.0,10375.0,36447375.0,2551316.25,33896058.75,34989480.0,1093421.25,7/1/2014,7, July ,2014
335,Midmarket,France, Paseo , Medium ,2101.0,830.0,1245.0,2615745.0,183102.15000000002,2432642.85,1743830.0,688812.8500000001,8/1/2014,8, August ,2014
336,Midmarket,United States of America, Paseo , Medium ,2931.0,830.0,1245.0,3649095.0,255436.65000000002,3393658.3499999996,2432730.0,960928.3500000001,9/1/2013,9, September ,2013
337,Government,France, Paseo , Medium ,1535.0,830.0,1660.0,2548100.0,178367.0,2369733.0,1274050.0,1095683.0,9/1/2014,9, September ,2014
338,Small Business,Germany, Paseo , Medium ,1123.0,830.0,24900.0,27962700.0,1957389.0,26005311.0,23302250.0,2703061.0,9/1/2013,9, September ,2013
339,Small Business,Canada, Paseo , Medium ,1404.0,830.0,24900.0,34959600.0,2447172.0,32512428.0,29133000.0,3379428.0,11/1/2013,11, November ,2013
340,Channel Partners,Mexico, Paseo , Medium ,2763.0,830.0,996.0,2751948.0,192636.36000000002,2559311.64,687987.0,1871324.6400000001,11/1/2013,11, November ,2013
341,Government,Germany, Paseo , Medium ,2125.0,830.0,581.0,1234625.0,86423.75,1148201.25,881875.0,266326.25,12/1/2013,12, December ,2013
342,Small Business,France, Velo , Medium ,1659.0,9960.0,24900.0,41309100.0,2891637.0,38417463.0,34424250.0,3993213.0,7/1/2014,7, July ,2014
343,Government,Mexico, Velo , Medium ,609.0,9960.0,1660.0,1010940.0,70765.8,940174.2,505470.0,434704.19999999995,8/1/2014,8, August ,2014
344,Enterprise,Germany, Velo , Medium ,2087.0,9960.0,10375.0,21652625.0,1515683.75,20136941.25,20786520.0,649578.75,9/1/2014,9, September ,2014
345,Government,France, Velo , Medium ,1976.0,9960.0,1660.0,3280160.0,229611.2,3050548.8,1640080.0,1410468.7999999998,10/1/2014,10, October ,2014
346,Government,United States of America, Velo , Medium ,1421.0,9960.0,1660.0,2358860.0,165120.2,2193739.8,1179430.0,1014309.8,12/1/2013,12, December ,2013
347,Small Business,United States of America, Velo , Medium ,1372.0,9960.0,24900.0,34162800.0,2391396.0,31771404.0,28469000.0,3302404.0,12/1/2014,12, December ,2014
348,Government,Germany, Velo , Medium ,588.0,9960.0,1660.0,976080.0,68325.6,907754.3999999999,488040.0,419714.4,12/1/2013,12, December ,2013
349,Channel Partners,Canada, VTT , Medium ,3244.5,20750.0,996.0,3231522.0,226206.54,3005315.4600000004,807880.5,2197434.96,1/1/2014,1, January ,2014
350,Small Business,France, VTT , Medium ,959.0,20750.0,24900.0,23879100.0,1671537.0,22207563.0,19899250.0,2308313.0,2/1/2014,2, February ,2014
351,Small Business,Mexico, VTT , Medium ,2747.0,20750.0,24900.0,68400300.0,4788021.0,63612279.0,57000250.0,6612029.0,2/1/2014,2, February ,2014
352,Enterprise,Canada, Amarilla , Medium ,1645.0,21580.0,10375.0,17066875.0,1194681.25,15872193.75,16384200.0,512006.25,5/1/2014,5, May ,2014
353,Government,France, Amarilla , Medium ,2876.0,21580.0,29050.0,83547800.0,5848346.0,77699454.0,62064080.0,15635374.0,9/1/2014,9, September ,2014
354,Enterprise,Germany, Amarilla , Medium ,994.0,21580.0,10375.0,10312750.0,721892.5,9590857.5,9900240.0,309382.5,9/1/2013,9, September ,2013
355,Government,Canada, Amarilla , Medium ,1118.0,21580.0,1660.0,1855880.0,129911.6,1725968.4,927940.0,798028.3999999999,11/1/2014,11, November ,2014
356,Small Business,United States of America, Amarilla , Medium ,1372.0,21580.0,24900.0,34162800.0,2391396.0,31771404.0,28469000.0,3302404.0,12/1/2014,12, December ,2014
